,제목,작가,장르,키워드,소개,함께_작품들,평균별점,무료공개,기다무,별점평가자수,소개토큰,제목토큰,all_words,tokenized_data
0,두 남편과의 결혼계약,금은하,판타지물,"['서양풍', '로맨틱코미디', '사제지간', '첫사랑', '순정남', '다정남', '오해', '달달물', '계약연애', '결혼', '선결혼후연애', '운명적사랑', '능력남', '짝사랑남', '존댓말남', '대형견남', '뇌섹녀', '능력녀', '무심녀']","제국 제일의 기사인 대공 결혼당했다. “저에 대해 모르시잖아요.”“내가 그대를 구하고 싶어.” 목숨도 구해 주고, 가족도 구해 주고, 빚까지 갚아 준 데다 결혼까지 하려 하는 남자.이유 없는 호의는 없다는데, 모르는 사람에게 이렇게까지 해 주는 이유가 뭘까? “그대는 내가 아는 어떤 사람을 닮았거든.” 똑같이 생겼다는 첫사랑.자신은 단지 첫사랑의 대역일 뿐이라 생각해 의기소침해져 있던 차에, 남편의 어린 시절을 쏙 빼닮은 제자로 들이게 되는데…. “그 남자와 이혼하고 저와 결혼해 주세요, 두 남편과 전부 결혼하면, 어떻게 되지?","['더 가이드', '시한부 흑막 안 구하고 떠납니다', '마녀는 쉬고 싶습니다', '광애록', '짝사랑을 끝내는 법', '돌아버린', '플레임', '스테어, 날 삼키는 시선', '소꿉친구의 전담 가이드가 되었다', '상단주 남편 채용의 건', '잠비', '요정의 유산']",4.7,3.0,True,6720,"['빚', '남편', '제자', '기사', '일', '의기소침', '사람', '구하', '아', '이혼', '되', '생각', '국제', '갚', '하려', '모르', '가족', '차', '전부', '대공', '결혼', '어린', '들이', '호의', '빼닮', '이유', '없', '닮', '시절', '대역', '남자', '목숨', '사랑', '자신']","['남편', '결혼', '계약']",서양풍 로맨틱코미디 사제지간 첫사랑 순정남 다정남 오해 달달물 계약연애 결혼 선결혼후연애 운명적사랑 능력남 짝사랑남 존댓말남 대형견남 뇌섹녀 능력녀 무심녀 빚 남편 제자 기사 일 의기소침 사람 구하 아 이혼 되 생각 국제 갚 하려 모르 가족 차 전부 대공 결혼 어린 들이 호의 빼닮 이유 없 닮 시절 대역 남자 목숨 사랑 자신 남편 결혼 계약 두 남편과의 결혼계약 금은하 판타지물,"['서양풍', '로맨틱코미디', '사제지간', '첫사랑', '순정남', '다정남', '오해', '달달물', '계약연애', '결혼', '선결혼후연애', '운명적사랑', '능력남', '짝사랑남', '존댓말남', '대형견남', '뇌섹녀', '능력녀', '무심녀', '빚', '남편', '제자', '기사', '일', '의기소침', '사람', '구하', '아', '이혼', '되', '생각', '국제', '갚', '하려', '모르', '가족', '차', '전부', '대공', '결혼', '어린', '들이', '호의', '빼닮', '이유', '없', '닮', '시절', '대역', '남자', '목숨', '사랑', '자신', '남편', '결혼', '계약', '두', '남편과의', '결혼계약', '금은하', '판타지물']"
1,마녀는 쉬고 싶습니다,몽땅,판타지물,"['캠퍼스물', '전생', '환생', '무심녀', '걸크러시', '성장물', '여주중심']","제도의 으슥한 거리에 사는 마녀.그녀는 바깥의 흉흉한 소문과 달리 평범한 소녀이자 유명한 점술집을 운영하는 마담이었다. 특이하다면 특이한 그녀는 자신이 사는 곳이 소설 속이라는 것을 알았다. 하지만, 그뿐. 그녀는 소설을 읽어본 적도 없고, 자신이 소설 속 엑스트라로조차 나오지 않는다는 것을 잘 알았다. 그렇게 소설에 존재하는 듯 없는 듯 살아가던 그녀에게 하나의 이변이 생겼다. 아카데미 입학장이 날아오고 소설에 엮이기 시작한 것이다. [네가 소설 속 주인공이 돼보는 것이 어떻겠느냐?]그녀를 주인공으로 만들려는 신과. “아! 혹시 시간 괜찮으면 우리랑 같이 돌아다닐래?”자꾸만 다가오려는 여주인공. 넌 어디 다친 데 없지?”오랜만에 만난 소꿉친구까지. 왜 이렇게 나를 귀찮게 하지 못해서 안달이야. 나는 좀 쉬고 싶다고.","['더 가이드', '시한부 흑막 안 구하고 떠납니다', '광애록', '짝사랑을 끝내는 법', '마법경영학과 20학번 김가을', '우리 집으로 와요', '나쁜 보호자', '돌아버린', '플레임', '스테어, 날 삼키는 시선', '소꿉친구의 전담 가이드가 되었다', '두 남편과의 결혼계약', '상단주 남편 채용의 건', '잠비', '요정의 유산']",4.7,3.0,True,7453,"['주인공', '흉흉', '학장', '이변', '오랜만', '엑스트라', '곳', '신', '돌아다닐', '나오', '입', '유명', '제도', '아카데미', '여주인공', '귀찮', '알', '시작', '하', '읽', '속', '안달', '날아오', '특이', '소녀', '시간', '소꿉친구', '으슥', '살아가', '만들', '괜찮', '없', '소문', '운영', '사', '어떻', '소설', '쉬', '거리', '마녀', '평범', '집', '마담', '존재', '바깥', '다가오', '자신', '만난', '엮이']",['마녀'],캠퍼스물 전생 환생 무심녀 걸크러시 성장물 여주중심 주인공 흉흉 학장 이변 오랜만 엑스트라 곳 신 돌아다닐 나오 입 유명 제도 아카데미 여주인공 귀찮 알 시작 하 읽 속 안달 날아오 특이 소녀 시간 소꿉친구 으슥 살아가 만들 괜찮 없 소문 운영 사 어떻 소설 쉬 거리 마녀 평범 집 마담 존재 바깥 다가오 자신 만난 엮이 마녀 마녀는 쉬고 싶습니다 몽땅 판타지물,"['캠퍼스물', '전생', '환생', '무심녀', '걸크러시', '성장물', '여주중심', '주인공', '흉흉', '학장', '이변', '오랜만', '엑스트라', '곳', '신', '돌아다닐', '나오', '입', '유명', '제도', '아카데미', '여주인공', '귀찮', '알', '시작', '하', '읽', '속', '안달', '날아오', '특이', '소녀', '시간', '소꿉친구', '으슥', '살아가', '만들', '괜찮', '없', '소문', '운영', '사', '어떻', '소설', '쉬', '거리', '마녀', '평범', '집', '마담', '존재', '바깥', '다가오', '자신', '만난', '엮이', '마녀', '마녀는', '쉬고', '싶습니다', '몽땅', '판타지물']"
2,키메라,홍수연,현대물,"['신파', '천재', '갑을관계', '신분차이', '몸정', '맘정', '소유욕', '독점욕', '질투', '운명적사랑', '뇌섹남', '재벌녀', '나쁜여자']","“처음부터 돈이 목적이었어? 그래서 나랑 잤는지 궁금해서.” 늘 궁금했다. 그는 그때 왜 그녀의 유혹에 넘어왔을까? 그토록 경멸했던 그녀의 유혹에. “성공하고 싶지, 무슨 수를 쓰더라도.” 그녀와 대등한 위치에 서고 싶었다. 그러면 많은 것이 달라질 수도 있지 않을까?  “그럼 내 밑으로 오면 되겠네. 대가로 넌 날 기쁘게 해 주고.” 정은은 그를 무너뜨리고 싶었다.   경멸의 말을 서슴없이 하면서도 섹스할 때는 죽을 만큼 사랑하는 것 같은 뜨거운 이 남자를.  “글쎄? 위는 어때? 네가 날 만족시켜 주는 걸로.” 신현은 도저히 빼앗길 수 없다. 정은을 향한 욕망은 항체도 생기지 않고, 백신도 만들 수 없다. 개 같은 짓을 저지를지라도 그가 갖고 싶었다. 그가 가져야 했다.","['굶주린 짐승을 건드리지 말 것', '삭제', '합법적 악역의 사정', '하고 싶던 말', '낙원의 뱀', '혼자 걷는 새', '부서지는 나날들', '술래의 눈이 먼 날에', '플레임', '돌아버린', '품격을 배반한다', '도버맨(Doberma)', '나의 사랑하는 적들에게', '딜레탕트(Dilettate)', '잠비', '그만하면 다정했다']",4.8,3.0,True,1757,"['생기', '돈', '신현', '욕망', '오', '기쁘', '궁금', '정은', '섹스', '있', '유혹', '대등', '백신', '죽', '목적', '많', '되', '빼앗길', '하', '밑', '갖', '때', '짓', '대가', '위치', '그때', '수', '만들', '만족', '같', '없', '달라질', '항체', '처음', '성공', '경멸', '쓰', '위', '향한', '무너뜨리', '뜨거운', '날', '남자', '말', '사랑']",['키메라'],신파 천재 갑을관계 신분차이 몸정 맘정 소유욕 독점욕 질투 운명적사랑 뇌섹남 재벌녀 나쁜여자 생기 돈 신현 욕망 오 기쁘 궁금 정은 섹스 있 유혹 대등 백신 죽 목적 많 되 빼앗길 하 밑 갖 때 짓 대가 위치 그때 수 만들 만족 같 없 달라질 항체 처음 성공 경멸 쓰 위 향한 무너뜨리 뜨거운 날 남자 말 사랑 키메라 키메라 홍수연 현대물,"['신파', '천재', '갑을관계', '신분차이', '몸정', '맘정', '소유욕', '독점욕', '질투', '운명적사랑', '뇌섹남', '재벌녀', '나쁜여자', '생기', '돈', '신현', '욕망', '오', '기쁘', '궁금', '정은', '섹스', '있', '유혹', '대등', '백신', '죽', '목적', '많', '되', '빼앗길', '하', '밑', '갖', '때', '짓', '대가', '위치', '그때', '수', '만들', '만족', '같', '없', '달라질', '항체', '처음', '성공', '경멸', '쓰', '위', '향한', '무너뜨리', '뜨거운', '날', '남자', '말', '사랑', '키메라', '키메라', '홍수연', '현대물']"
3,피폐물 속 괴물 남주와 결혼했다,폼숲,판타지물,"['서양풍', '전생', '환생', '순정남', '계략남', '달달물', '선결혼후연애', '소유욕', '독점욕', '질투', '운명적사랑', '직진남', '집착남', '존댓말남', '다정녀', '엉뚱녀', '쾌활발랄녀']","로맨스 한 줄 없는 잔인한 피폐물 속에 환생했다.이름도 언급되지 않은 단역이라 원작과 동떨어진 인생을 살 줄 알았다.보름달이 뜨는 어느 밤, 남주가 작중에 없던 작위를 달고 그녀를 찾아오기 전까지는. “후작이 당신을 대가로 내게 금전을 요구하더군요.” 수틀리면 검부터 빼 든다는 냉혈한임을 떠올리고 겁먹었던 것도 잠시.세라엘은 부친이 자신을 팔아넘기려 한다는 사실을 알게 되었다. “난 나쁘지 않은 제안이라 생각해서요.” 문제는 피도 눈물도 없는 남자가 그녀를 마음에 들어 한다는 것이다.이대로 그를 떠나보내면 다음 혼처는 대머리 노백작이란다.야반도주까지 고민하던 세라엘은 결국 카에드와 북부로 떠나게 되는데….  “모두 우연이라 생각하십니까?” 결혼식 첫날밤, 젖은 뺨에 다정히 입을 맞춘 카에드가 속내를 드러냈다. “내가 이날 밤을 위해서 개처럼 살아왔다고 하면 믿을 수 있겠어요?”“대, 대공님.” 남자의 금색 눈동자에는 음험한 열망이 그득 들어차 있었다.","['더 가이드', '네 짝사랑의 실패를 위하여', '광애록', '마녀는 쉬고 싶습니다', '시한부 흑막 안 구하고 떠납니다', '마법경영학과 20학번 김가을', '우리 집으로 와요', '나쁜 보호자', '산해진미', '북부 대공의 집착에서 벗어나기 위해', '품격을 배반한다', '연하 늑대가 노리고 있다', '상단주 남편 채용의 건', '소꿉친구의 전담 가이드가 되었다', '꽃은 미끼야']",4.6,3.0,True,8769,"['냉혈', '카', '살', '단역', '드', '고민', '언급', '백작', '대머리', '피폐물', '대공', '부친', '남주', '열망', '없', '찾아오', '환생', '마음', '금색', '남자', '작위', '눈동자', '눈물', '되', '생각', '하', '노', '보름달', '검', '뜨', '한임', '결혼식', '젖', '나쁘', '들', '겁먹', '인생', '떠올리', '잔인', '속내', '이날', '입', '동떨어진', '로맨스', '알', '금전', '피도', '대가', '후작', '사실', '떠나', '음험', '맞춘', '달', '북부', '우연', '첫날밤', '뺨', '혼처', '문제', '결국', '이름', '원작', '팔아넘기', '밤', '개', '제안', '요구', '있', '작중', '속', '야반도주', '전', '수틀리', '세라', '다음', '믿', '떠나보내', '자신']","['피폐물', '속', '괴물', '남주', '결혼']",서양풍 전생 환생 순정남 계략남 달달물 선결혼후연애 소유욕 독점욕 질투 운명적사랑 직진남 집착남 존댓말남 다정녀 엉뚱녀 쾌활발랄녀 냉혈 카 살 단역 드 고민 언급 백작 대머리 피폐물 대공 부친 남주 열망 없 찾아오 환생 마음 금색 남자 작위 눈동자 눈물 되 생각 하 노 보름달 검 뜨 한임 결혼식 젖 나쁘 들 겁먹 인생 떠올리 잔인 속내 이날 입 동떨어진 로맨스 알 금전 피도 대가 후작 사실 떠나 음험 맞춘 달 북부 우연 첫날밤 뺨 혼처 문제 결국 이름 원작 팔아넘기 밤 개 제안 요구 있 작중 속 야반도주 전 수틀리 세라 다음 믿 떠나보내 자신 피폐물 속 괴물 남주 결혼 피폐물 속 괴물 남주와 결혼했다 폼숲 판타지물,"['서양풍', '전생', '환생', '순정남', '계략남', '달달물', '선결혼후연애', '소유욕', '독점욕', '질투', '운명적사랑', '직진남', '집착남', '존댓말남', '다정녀', '엉뚱녀', '쾌활발랄녀', '냉혈', '카', '살', '단역', '드', '고민', '언급', '백작', '대머리', '피폐물', '대공', '부친', '남주', '열망', '없', '찾아오', '환생', '마음', '금색', '남자', '작위', '눈동자', '눈물', '되', '생각', '하', '노', '보름달', '검', '뜨', '한임', '결혼식', '젖', '나쁘', '들', '겁먹', '인생', '떠올리', '잔인', '속내', '이날', '입', '동떨어진', '로맨스', '알', '금전', '피도', '대가', '후작', '사실', '떠나', '음험', '맞춘', '달', '북부', '우연', '첫날밤', '뺨', '혼처', '문제', '결국', '이름', '원작', '팔아넘기', '밤', '개', '제안', '요구', '있', '작중', '속', '야반도주', '전', '수틀리', '세라', '다음', '믿', '떠나보내', '자신', '피폐물', '속', '괴물', '남주', '결혼', '피폐물', '속', '괴물', '남주와', '결혼했다', '폼숲', '판타지물']"
4,하고 싶던 말,문수진,현대물,"['첫사랑', '재회물', '친구', '연인', '다정남', '절륜남', '상처녀', '잔잔물', '능력남', '직진남', '능력녀', '후회녀', '츤데레남']","“네가 나 버렸잖아. 그 벌 받는다고 생각해.” 빌어먹을 우연. 엿 같은 운명. 같은 대본을 욕심 낸 결과는, 헤어진 연인과의 재회였다.  “넌 나랑 일이 하고 싶어? 할 수 있어?”“가까이에서 보고 싶거든.”“…….”“네가 나 때문에 괴로워하는 걸.” 그런데 태주야. “병신이야? 왜 맞고 살아. 뭐 하러 맞고 살기까지 해!” 왜 그 벌을 네가 받고 있어. “너 나 좋아해?” “왜 겁 없이 물어. 내가 뭘 대답할 줄 알고.” 네게는 끝내 할 수 없을 거라 생각했던 말.나를 내내 울게 하고너를 내내 그립게 만든, .","['더 가이드', '굶주린 짐승을 건드리지 말 것', 'C급 가이드로 살아남는 법', '키메라', '우리 집으로 와요', '리비도 (Libido)', '혼자 걷는 새', '부서지는 나날들', '플레임', '부적절한 플레이가 감지되었습니다', '돌아버린', '당신을 원하는 나에게', '나쁜 보호자', '후배는 진화한다', '창백한 손의 온기', '잠비']",4.7,3.0,True,1101,"['살', '가까이', '겁', '병신', '만든', '일', '연인', '울', '물', '있', '받', '보', '맞', '생각', '알', '하', '재회', '대답', '빌어먹', '욕심낸', '결과', '벌', '운명', '대본', '좋', '괴로워하', '그립', '같', '할', '우연', '없', '태주', '말나', '헤어진']",['말'],첫사랑 재회물 친구 연인 다정남 절륜남 상처녀 잔잔물 능력남 직진남 능력녀 후회녀 츤데레남 살 가까이 겁 병신 만든 일 연인 울 물 있 받 보 맞 생각 알 하 재회 대답 빌어먹 욕심낸 결과 벌 운명 대본 좋 괴로워하 그립 같 할 우연 없 태주 말나 헤어진 말 하고 싶던 말 문수진 현대물,"['첫사랑', '재회물', '친구', '연인', '다정남', '절륜남', '상처녀', '잔잔물', '능력남', '직진남', '능력녀', '후회녀', '츤데레남', '살', '가까이', '겁', '병신', '만든', '일', '연인', '울', '물', '있', '받', '보', '맞', '생각', '알', '하', '재회', '대답', '빌어먹', '욕심낸', '결과', '벌', '운명', '대본', '좋', '괴로워하', '그립', '같', '할', '우연', '없', '태주', '말나', '헤어진', '말', '하고', '싶던', '말', '문수진', '현대물']"
5,네 짝사랑의 실패를 위하여,박해린,판타지물,"['학원물', '서양풍', '로맨틱코미디', '첫사랑', '순정남', '오해', '왕족', '귀족', '달달물', '신분차이', '직진남', '짝사랑남', '평범녀', '순정녀']","제노미움 아카데미의 유명 인사,모든 여학생들의 애정 공세를 받고 있는필릭스 베르크. 최근 그에게는 거슬리는 사람이 하나 생겼다. 바로 한 학년 아래의 루시 키넌. 그다지 눈에 띄지 않는 외모에, 성격까지 얌전한 그 여학생은유일하게 필릭스와 그의 일란성 쌍둥이 아드리안을 귀신처럼 구별해 낸다. 자신과 마주쳤을 땐 무표정하던 얼굴이아드리안과 마주치면 환한 웃음을 짓는다. 자신과 있을 땐 꾹 다물고 있던 입술이아드리안과 있을 때만 조잘댄다. 확실하다.루시 키넌이 자신의 쌍둥이 동생 아드리안을 짝사랑하고 있는 것이. 그런 루시 키넌에 대한 호기심이 점점 커져 가는 와중에필릭스는 한 가지 의문이 들기 시작한다. 얼굴도 똑같고, 키도 똑같고, 목소리도 똑같은데,왜 하필 내가 아니라 아드리안이지? 루시 키넌의 짝사랑을 괜히 훼방 놓고 싶어진 건 덤.","['더 가이드', '광애록', '마녀는 쉬고 싶습니다', '마법경영학과 20학번 김가을', '우리 집으로 와요', '나쁜 보호자', '산해진미', '북부 대공의 집착에서 벗어나기 위해', '품격을 배반한다', '연하 늑대가 노리고 있다', '상단주 남편 채용의 건', '꽃은 미끼야', '피폐물 속 괴물 남주와 결혼했다']",4.7,3.0,True,9586,"['띄', '쌍둥이', '귀신', '확실', '문', '짝사랑', '필릭스', '성격', '얼굴', '키', '사람', '있', '다루', '받', '학년', '유명', '아카데미', '인사', '얌전', '지루', '시작', '루', '대한', '구별', '때', '외모', '짓', '만조', '훼방', '미움', '애정', '눈', '유일', '제노', '아래', '입술', '와중', '최근', '놓', '목소리', '똑같', '환한', '덤', '무표정', '동생', '베르크', '란', '호기심', '아드리안', '거슬리', '여학생', '공세', '들', '마주치', '다물', '자신', '웃음']","['짝사랑', '실패']",학원물 서양풍 로맨틱코미디 첫사랑 순정남 오해 왕족 귀족 달달물 신분차이 직진남 짝사랑남 평범녀 순정녀 띄 쌍둥이 귀신 확실 문 짝사랑 필릭스 성격 얼굴 키 사람 있 다루 받 학년 유명 아카데미 인사 얌전 지루 시작 루 대한 구별 때 외모 짓 만조 훼방 미움 애정 눈 유일 제노 아래 입술 와중 최근 놓 목소리 똑같 환한 덤 무표정 동생 베르크 란 호기심 아드리안 거슬리 여학생 공세 들 마주치 다물 자신 웃음 짝사랑 실패 네 짝사랑의 실패를 위하여 박해린 판타지물,"['학원물', '서양풍', '로맨틱코미디', '첫사랑', '순정남', '오해', '왕족', '귀족', '달달물', '신분차이', '직진남', '짝사랑남', '평범녀', '순정녀', '띄', '쌍둥이', '귀신', '확실', '문', '짝사랑', '필릭스', '성격', '얼굴', '키', '사람', '있', '다루', '받', '학년', '유명', '아카데미', '인사', '얌전', '지루', '시작', '루', '대한', '구별', '때', '외모', '짓', '만조', '훼방', '미움', '애정', '눈', '유일', '제노', '아래', '입술', '와중', '최근', '놓', '목소리', '똑같', '환한', '덤', '무표정', '동생', '베르크', '란', '호기심', '아드리안', '거슬리', '여학생', '공세', '들', '마주치', '다물', '자신', '웃음', '짝사랑', '실패', '네', '짝사랑의', '실패를', '위하여', '박해린', '판타지물']"
6,혼자 걷는 새,서사희,현대물,"['동거', '복수', '첫사랑', '재회물', '까칠남', '상처남', '후회남', '다정남', '절륜남', '계략남', '상처녀', '카리스마남', '재벌남', '조직', '암흑가', '갑을관계', '계약연애', '결혼', '소유욕', '독점욕', '질투', '뇌섹남', '능력남', '직진남', '유혹남', '집착남', '짝사랑남', '냉정남', '무심남', '오만남', '평범녀', '다정녀', '짝사랑녀', '순정녀', '철벽녀', '동정녀', '무심녀', '이야기중심']","엄마가 남긴 이억 원의 사채 빚.모든 게 끝났다고 생각했다. “내가 몇 년 빌릴까 하는데.” 대부업체 사장의 동생이라는 남자가 제안을 해오기 전까지는. “상환 기한을 3년 후로 미루고, 그간 머물 곳을 마련해 주지.” 조건 없는 3년간의 동거 생활. 그가 원한 것은 그저 자신의 곁에 있으라는 것뿐. “이석 씨, 내 빚 안 갚아줄 거죠.” 그러나 그는 사랑하지 않기엔 너무나 근사한 남자였다.처음부터 잘못 끼워 맞춘 관계라는 걸 망각할 정도로.그래서 바보 같은 희망을 가졌다. 이석은 꼭 여원이 여느 때 짓던 웃음처럼, 다소 장난스럽게 웃으며 그녀의 뺨을 문질렀다. “네 빚은 네 빚이지, 여원아.” * “돈 때문에 날 배신해 놓고, 이제 와서 돈 같은 건 됐다고?”“……난, 나는 당신이 싫어요. 이러는 것도 싫고요.” 그 말에, 이석은 상처가 헤집어진 사람처럼 아픈 얼굴로 그녀를 응시했다.반쯤 웃는 듯 우는 듯 묘한 표정을 한 그가 위태로이 말을 이었다. “너는, 번번이 내 생각에서 어긋나지.처음부터 그랬어. 처음부터…….  너는 내 생각과, 시선과, 계획을 다 어그러뜨려. 다 엉망이 됐다고.  정말이지 견딜 수 없을 정도로, 나를 흔들고, 이렇게 망가뜨리고…….”","['삭제', '줄리엣, 여긴 캔자스가 아니야!', '키메라', 'S급 던전의 여주인', '리비도 (Libido)', '잠 못 드는 시녀의 밤', '부서지는 나날들', '플레임', '정부는 도망친다', '돌아버린', '하고 싶던 말', '후배는 진화한다', '창백한 손의 온기', '잠비']",4.7,3.0,True,1456,"['대부', '마련', '사채', '오', '계획', '웃', '흔들', '망각', '미루', '곁', '갚', '묘한', '우', '이', '같', '상처', '없', '남자', '희망', '엄마', '싫', '곳', '생활', '얼굴', '사람', '생각', '조건', '업체', '하', '이석', '여원', '배신', '시선', '때', '근사', '아픈', '엉망', '견딜', '장난', '사랑', '웃음', '머물', '헤집', '돈', '정도', '원한', '관계', '동거', '표정', '맞춘', '한', '처음', '동생', '망가뜨리', '뺨', '말', '빚', '어긋나', '바보', '제안', '있', '원아', '상환', '남긴', '후', '지여', '반', '전', '짓', '응시', '그간', '이러', '끝', '날', '기한', '자신', '사장']",['새'],동거 복수 첫사랑 재회물 까칠남 상처남 후회남 다정남 절륜남 계략남 상처녀 카리스마남 재벌남 조직 암흑가 갑을관계 계약연애 결혼 소유욕 독점욕 질투 뇌섹남 능력남 직진남 유혹남 집착남 짝사랑남 냉정남 무심남 오만남 평범녀 다정녀 짝사랑녀 순정녀 철벽녀 동정녀 무심녀 이야기중심 대부 마련 사채 오 계획 웃 흔들 망각 미루 곁 갚 묘한 우 이 같 상처 없 남자 희망 엄마 싫 곳 생활 얼굴 사람 생각 조건 업체 하 이석 여원 배신 시선 때 근사 아픈 엉망 견딜 장난 사랑 웃음 머물 헤집 돈 정도 원한 관계 동거 표정 맞춘 한 처음 동생 망가뜨리 뺨 말 빚 어긋나 바보 제안 있 원아 상환 남긴 후 지여 반 전 짓 응시 그간 이러 끝 날 기한 자신 사장 새 혼자 걷는 새 서사희 현대물,"['동거', '복수', '첫사랑', '재회물', '까칠남', '상처남', '후회남', '다정남', '절륜남', '계략남', '상처녀', '카리스마남', '재벌남', '조직', '암흑가', '갑을관계', '계약연애', '결혼', '소유욕', '독점욕', '질투', '뇌섹남', '능력남', '직진남', '유혹남', '집착남', '짝사랑남', '냉정남', '무심남', '오만남', '평범녀', '다정녀', '짝사랑녀', '순정녀', '철벽녀', '동정녀', '무심녀', '이야기중심', '대부', '마련', '사채', '오', '계획', '웃', '흔들', '망각', '미루', '곁', '갚', '묘한', '우', '이', '같', '상처', '없', '남자', '희망', '엄마', '싫', '곳', '생활', '얼굴', '사람', '생각', '조건', '업체', '하', '이석', '여원', '배신', '시선', '때', '근사', '아픈', '엉망', '견딜', '장난', '사랑', '웃음', '머물', '헤집', '돈', '정도', '원한', '관계', '동거', '표정', '맞춘', '한', '처음', '동생', '망가뜨리', '뺨', '말', '빚', '어긋나', '바보', '제안', '있', '원아', '상환', '남긴', '후', '지여', '반', '전', '짓', '응시', '그간', '이러', '끝', '날', '기한', '자신', '사장', '새', '혼자', '걷는', '새', '서사희', '현대물']"
