,제목,작가,장르,무료공개,완결,기다무,총회차,좋아요수,성인,키워드,소개,평균별점,구매자수,전체리뷰수,별점평가자수,함께_작품들,novelindex,가중평균,링크,썸네일
448,그림자 얼굴,은영류,역사/시대물,5,TRUE,FALSE,103,110,FALSE,"'실존역사물', '동양풍', '동거', '상처남', '상처녀', '카리스마남', '왕족', '귀족', '초능력', '권선징악', '라이벌', '앙숙', '신분차이', '금단의관계', '뇌섹남', '짝사랑남', '철벽남', '오만남', '평범녀', '냉정녀', '외유내강', '성장물', '추리', '미스터리', '스릴러'","“검둥이가 어머니를 끌고 갔어!”사람의 이면을 들여다보는 남장 여인, 신영인(신영석). “내 동정을 알아보려는 첩자일수도 있어.”세상의 눈을 피해 신분을 숨긴 채 살아가는, 이윤(허정도). “들어올 땐 맘대로 들어왔어도 나갈 때는 그럴 수 없다.”깊은 산속 무진 산채의 실력자, 강무산. “우리는 산적이 아니야. 굳이 이름을 붙이자면 ‘해결사’라고나 할까?” 잃어버린 강아지를 찾아 주는 일에서 살인 사건에 이르기까지.산 아래 마을에서부터 멀게는 압록강에 이르기까지.세 사람은 산채 생활을 하면서 의뢰받은 사건들을 해결해 나간다. “운종가에서는 다들 그렇게 부릅니다요. 팔월요 사건이라고.” 그즈음 한성을 뒤흔든 연쇄 살인 사건.현장마다 남겨져 있던 세 글자. 팔(八), 월(月), 요(?). “석아, 무엇을 본 거냐?”‘온갖 동물들이 처참하게 일그러진 .’ 하나둘씩 드러나는 진실 속에서 드디어 세 사람은 거대한 배후의 실체와 맞닥뜨린다.",4.1,5,8,13,"'우련 붉어라', '탐라여국', '세실리아의 발밑에는 검은 머리칼이 묻혀 있다', '운명적 황후', '고려람여상열지사(高麗覽旅相悅之詞)', '마타리', '율도 (律道)', '춘향환상곡', '새벽을 기다리며', '말하지 아니하고', '마왕의 반려', '묘(妙)하다', '소주찬가', '칸의 여자', '경성야사', '조선 노비 공주'",448,3.783285742,https://ridibooks.com/books/1629000770?_rdt_sid=category-books&_rdt_idx=11,https://img.ridicdn.net/cover/1629000770/xxlarge#1
449,소주찬가,아이소자,현대물,3,TRUE,FALSE,50,65,FALSE,"'신파', '까칠남', '후회남', '상처녀', '오해', '재벌남', '비밀연애', '갑을관계', '능력남', '외유내강', '털털녀', '엉뚱녀', '힐링물'","까칠한 존잘 이사장을 휘어잡다!상처 위에 새살 솔솔 힐링로맨스의 진수! 열매 고등학교 악바리 보건 교사 소주. 그녀는 학생의 건강검진 문제로 골머리를 앓는다. 전교생 중 단 한 명, 정해조만이 건강검진을 요리조리 피해가는 것! 결국 소주는 해조의 보호자인 이사장 수현에게 쳐들어간다. 그러나 수현 역시 말이 통하지 않고, 소주는 기시감과 아릿한 통증을 느낀다. “혹시 저 어디서 본 적 없으세요?” 아차 하는 순간, 소주는 대뜸 쌍팔년도 헌팅 메시지를 내뱉어버린다. 그리고 당연하다는 듯 소주를 비웃으며 떠나려는 수현에게 매달리고 만다. 곧바로 매몰차게 쳐내진 소주가 민망함을 감출 겨를도 없이 두 사람은 악연처럼 사사건건 부딪치는데…!?",4.7,5,5,11,"'그림자', '개정판 | 발코니의 그 녀석', '아랫집 강짱과 윗집 늑대들', '당신이 사는 세계', '동거의 해법', '말썽쟁이 약혼녀', '말하지 않아도 괜찮아', '사랑, 불변의 법칙', '애정소환', '을의 연애', '프리마 돈나의 로맨스 비자', '나는 너를 원해(Je Te Veux)', '보살님은 연애중', '꽃모닝! 여우별', '미운새끼오리', '그림자 얼굴', '다시 사랑한다 말할까?', '남자가 되어 돌아온, 그 녀석', '러브리폼', '사랑니'",449,3.797628462,https://ridibooks.com/books/1483014283?_rdt_sid=category-books&_rdt_idx=12,https://img.ridicdn.net/cover/1483014283/xxlarge#1
450,꽃모닝! 여우별,뚜이,현대물,5,TRUE,FALSE,130,60,FALSE,"'첫사랑', '재회물', '친구', '연인', '까칠남', '후회남', '순진녀', '오해', '달달물', '능력남', '철벽남', '직진녀', '다정녀', '애교녀', '짝사랑녀', '힐링물'","있을 때 잘해~♬ 후회하지 말고!꽃모닝 여우의 까칠한, 무뚝뚝한, 냉정한 남자 제패기! 어릴 때부터 쭉 소꿉친구 윤조를 좋아한 일편단심 여우진. 어느 날, 우진의 성화에 못 이겨 함께 버스에 오른 윤조에게 불행이 닥친다. 교통사고가 나는 바람에 국가대표에서 떨어져 버린 것! “여우야, 네가 나 평생 책임져.” 윤조는 위로 받고 싶은 마음에 장난 섞인 한마디를 건네고 만다. 그러나 여우진은 기다렸다는 듯 결혼하자고 외치며 달려드는데…!?",4.8,2,2,8,"'강박증', '마음 결핍 증후군', '주도면밀한 주은행', '쉬즈 베스트 (shes best)', '사랑의 환상곡', '고려람여상열지사(高麗覽旅相悅之詞)', '개정판 | 발코니의 그 녀석', '동거의 해법', '천사의 모래시계', '나인 테일 폭스', '퀼터 앤 닥터', '오아시스 내 청춘', '나는 너를 원해(Je Te Veux)', '미치도록 달콤한', '다시 사랑한다 말할까?', '소주찬가', '규방로맨스 - 소저의 정인', '묘(妙)하다', '사랑니'",450,3.793010751,https://ridibooks.com/books/1483014000?_rdt_sid=category-books&_rdt_idx=13,https://img.ridicdn.net/cover/1483014000/xxlarge#1
451,영혼의 노래,여울,판타지물,10,TRUE,FALSE,156,29,FALSE,,"노래에 천부적인 재능을 가진 채영찬란한 미래를 꿈꾸던 그녀는 목소리를 잃게 되고,스토커 한시호로 인해 죽음의 위기에 처하게 되는데…. “당신들은 누구죠?” 그녀의 앞에 나타난 하늘의 수호자 실버드래곤.죽어가던 그녀를 살리고, 목소리도 되찾아주었다.하지만 더 이상 원래 세계로 돌아갈 수는 없다. “넌 선택해야만 해.” 황궁의 권력다툼과 세계를 향해 뻗어오는 마의 손길,그리고 자신의 꿈과 사랑을 건 운명의 선택.이세계, 판데모니아의 하늘 위로 채영의 노래가 울려 퍼진다. “네 노래로 날 깨어나게 만들었잖아. 어쩌면 너라면….”",5,1,1,3,"'베아트리스를 위한 헌사', '사랑을 쟁취하라', '데아 루베르', '겨울별의 플라네타륨', '공녀님 우리 공녀님', '내게로 오세요', '꽃잎 떨어지는 마티에', '약속 지키세요, 성녀님', '미인도(美人圖) : 신수의 여인', '북풍의 마실리아', '세실리아의 발밑에는 검은 머리칼이 묻혀 있다', '타르탄기담', '흑과 백의 퀸', '기적이란 이름으로', '꽃이 피어날 때', '아빠 둘, 엄마 셋', '민씨 낭자전', '운신', '홀리 마드모아젤'",451,3.782140785,https://ridibooks.com/books/1250042077?_rdt_sid=category-books&_rdt_idx=14,https://img.ridicdn.net/cover/1250042077/xxlarge#1
452,베아트리스를 위한 헌사,WhiteHare,판타지물,5,FALSE,FALSE,278,341,FALSE,"'서양풍', '다정남', '왕족', '귀족', '회귀', '타임슬립'","한 남자를 평생토록 사랑하겠노라 여겼던 베아트리스.오히려 그에게 버림받은 것으로 모자라 자신의 모든 것을 망쳐 버렸다.이내 베아트리스는 그의 눈앞에서 독약을 마시고 말았다. “친애하는 발데마르. 그대를 영원이란 시간 속에서 저주하리니…….” 모든 것이 끝났다고 여겼다.그러나 아직 끝난 것이 아니었다. “정말 13살의 나야?” 죽음과 함께 과거의 자신으로 돌아온 것이다.거기다 새롭게 다가온 르네의 존재는 무슨 의미인지. 절망적인 미래로 가지 않기 위해, 베아트리스는 결코 과거와 같은 길을 걷지 않겠다고 다짐하는데…….",3.5,7,8,14,"'다섯 번째 계절', '엘레노아', '아빠 둘, 엄마 셋', '흑과 백의 퀸', '공작부인의 비밀', '사랑을 쟁취하라', '기적이란 이름으로', '르 블랑(Le Blac)', '홀리 마드모아젤', '운신', '고려람여상열지사(高麗覽旅相悅之詞)', '춘향환상곡', '새벽을 기다리며', '묘(妙)하다', '타르탄기담', '다시 사랑한다 말할까?', '영혼의 노래', '꽃잎 떨어지는 마티에'",452,3.763993891,https://ridibooks.com/books/1250040659?_rdt_sid=category-books&_rdt_idx=15,https://img.ridicdn.net/cover/1250057604/xxlarge#1
453,춘향환상곡,점순,역사/시대물,5,TRUE,FALSE,92,168,FALSE,"'실존역사물', '동양풍', '삼각관계', '까칠남', '순진녀', '라이벌', '앙숙', '갑을관계', '신분차이', '소유욕', '독점욕', '질투', '철벽남', '냉정남', '철벽녀', '엉뚱녀', '쾌활발랄녀'","“너같은 천것 따위가 몽룡에게 어울릴거라 생각하느냐?”“허면 나리는 어울리시고요?” 천상천하 유아독존, 영앤리치 빅앤핸섬.세상천지 거리낄 것 하나 없는 잘나디 잘난 부마도위.부러울 것도, 두려울 것도 없던 금수저 인생.이 모든게 변학도 그를 위한 말이었다. 그러다 우연히 마주친 꽃도령 이몽룡. 외모 비범, 학식 출중.  어디 하나 흠 잡을 곳 없다니, 우리 가문으로 장가오렴!모처럼 탐나는 인재를 만나 내 사람으로 만드려는데,웬 남원 촌기생과 눈이 맞을 줄이야.결코 가만히 둘 수 없지, 내 직접 사또 되어 너를 처단하리라.",4.6,19,21,28,"'우련 붉어라', '베아트리스를 위한 헌사', '아스텔', '운명적 황후', '사랑을 쟁취하라', '르 블랑(Le Blac)', '고려람여상열지사(高麗覽旅相悅之詞)', '비형낭 연가', '을의 연애', '그놈 양반', '율도 (律道)', '미인도(美人圖) : 신수의 여인', '새벽을 기다리며', '묘(妙)하다', '그림자 얼굴', '칸의 여자', '경성야사', '조선 노비 공주'",453,3.826589931,https://ridibooks.com/books/1239005436?_rdt_sid=category-books&_rdt_idx=16,https://img.ridicdn.net/cover/1239005436/xxlarge#1
454,운신,모모렌,판타지물,5,TRUE,FALSE,45,1,FALSE,,"""이번 가주는..."" 그가 입을 달싹이다 다시 다물었다. 이번 가주는? 이 뒤에 나올 말이 뭘까. 건방지군? 아니면 금방 죽겠군? 어쨌든 좋은 쪽으로는 좀처럼 생각이 흘러가질 않았다. 그가 다시 입을 열었다. 연은 그의 입술이 열리는 모양을 가만히 지켜보았다. ""...정말 사랑스럽네."" 잠시 싸한 침묵이 돌았다. 연은 어쩐지 왜 35년간 흉년만 들었는지 알것 같았다. 이 정신을 놓아서겠지. 연은 살짝 동정어린 시선으로 을 쳐다보았다.",0,0,0,0,"'센트럴빌리지의 열대야', '쉬즈 베스트 (shes best)', '아랫집 강짱과 윗집 늑대들', '당신이 사는 세계', '절대그녀', '악마 같은 사장님', '나의 아름다운 야수', '마이 러블리 캡틴', '타르탄기담', '홀인원', '현월', '보살님은 연애중', '기적이란 이름으로', '남자가 되어 돌아온, 그 녀석', '비도화지향 (悲桃花之香)', '러브리폼', '풀 스토리', '기억에 살아', '연애술사'",454,3.773119605,https://ridibooks.com/books/1239003756?_rdt_sid=category-books&_rdt_idx=17,https://img.ridicdn.net/cover/1239003756/xxlarge#1
455,악마 같은 사장님,은텔라,현대물,8,TRUE,FALSE,78,2,FALSE,,"자수성가의 신화로 불리는 호랑이 유 회장의 둘째 손자 신. 유유자적한 인생을 즐기며 폼생폼사로 살자는 것이 인생의 모토. 그런 신을 보며 속을 끓이던 유 회장의 앞에 나타난 것은 예전에 모시던 도련님의 딸, 새빈! 골칫덩이 손자야, 카페 차려줄게. 어떻게 좀 안 되겠니? 내 금쪽같은 손자……가 아닌 아르바이트생, 우리 아가씨♡",5,0,0,1,"'센트럴빌리지의 열대야', '강박증', '쉬즈 베스트 (shes best)', '사랑의 환상곡', '아랫집 강짱과 윗집 늑대들', '말썽쟁이 약혼녀', '천사의 모래시계', '정심심 Metal Cliic', '누님vs형님', '목어화', '오아시스 내 청춘', '타르탄기담', '보살님은 연애중', '이중인격 바로잡기', '규방로맨스 - 소저의 정인', '운신', '러브리폼', '달빛연인', '연애술사'",455,3.776141478,https://ridibooks.com/books/1239002988?_rdt_sid=category-books&_rdt_idx=18,https://img.ridicdn.net/cover/1239002988/xxlarge#1
456,눈보다 아름다운,맥리르,판타지물,9,TRUE,FALSE,137,28,FALSE,,"아드리아나와 발렌틴은 각자가 속한 세계에서 진짜 신분을 감추고 이방인처럼 떠돌다가, 마침내 비슷한 영혼을 가진 서로와 만나게 된다.둘이서 이룬 가정의 따스한 일상, 열정으로 보내는 밤, 유쾌한 이웃들과의 우정 속에서 행복을 찾아가는 이야기.",5,0,0,2,"'다섯 번째 계절', '엘레노아', '아빠 둘, 엄마 셋', '시골 소녀라도 회귀할 수 있어!', '기적이란 이름으로', '그림자 정원의 마리오네트', '르 블랑(Le Blac)', '줄리아, 어디에 있니?', '지중해의 검은 표범', '악마의 숨결 아래에서', '금은의 왕관', '마녀의 장례식', '북풍의 마실리아', '공작 부인 웬디', '나의 신사님', '그 황제의 은밀한 욕구', '악에 피는 꽃'",456,3.779148502,https://ridibooks.com/books/102033187?_rdt_sid=category-books&_rdt_idx=19,https://img.ridicdn.net/cover/102033187/xxlarge#1
457,악녀가 죽었는데 남주가 미쳤다,달수정,판타지물,3,FALSE,TRUE,84,744,FALSE,"'서양풍', '첫사랑', '정략결혼', '순정남', '후회남', '다정남', '계략남', '상처녀', '오해', '능글남', '왕족', '귀족', '영혼체인지', '빙의', '소유욕', '독점욕', '질투', '운명적사랑', '능력남', '직진남', '유혹남', '집착남', '짝사랑남', '냉정남', '무심남', '존댓말남', '능력녀', '다정녀', '후회녀', '무심녀', '외유내강', '조신남'","혁명이 끝나면 죽게 될 운명을 알고 있던 아나이스. 어차피 죽을 목숨, 원작대로 죽기보다 사랑했던 킬리안 대신 총을 맞고 죽게 된다. 하지만 킬리안은 그녀가 죽은 뒤 오히려 미쳐버렸다.그는 아나이스를 되살리기 위해 모든 수단과 방법을 가리지 않지만, 킬리안이 살려낸 아나이스는 가짜였다. 한편 생의 끝에서 다른 몸으로 깨어난 아나이스는 모든 것을 되돌리기 위해 킬리안을 찾아가게 되는데….",4.5,2324,3818,2374,"'가짜 마님이 사라졌다', '마법경영학과 20학번 김가을', '나를 기억해 주세요', '남주들의 첫날밤을 수집합니다', '우리 집으로 와요', '나쁜 보호자', '그녀는 복수하지 않기로 결정했다', '말없이 떠나 버리면', '흑사자님, 저는 인간인데요!', '흑막 용을 키우게 되었다', '북부 대공의 집착에서 벗어나기 위해', '잠비', '동백꽃'",457,4.394067449,,
458,나를 파멸시킬 그대에게,라치크,판타지물,3,FALSE,TRUE,166,6311,TRUE,"'궁정로맨스', '서양풍', '첫사랑', '속도위반', '초월적존재', '전생', '환생', '정략결혼', '까칠남', '상처남', '나쁜남자', '바람둥이', '후회남', '절륜남', '계략남', '상처녀', '오해', '능글남', '왕족', '귀족', '애잔물', '초능력', '차원이동', '영혼체인지', '빙의', '라이벌', '앙숙', '갑을관계', '몸정', '맘정', '소유욕', '독점욕', '질투', '운명적사랑', '능력남', '직진남', '유혹남', '집착남', '짝사랑남', '냉정남', '오만남', '존댓말남', '뇌섹녀', '능력녀', '다정녀', '외유내강', '성장물', '피폐물', '더티토크', '고수위'",여성향 로맨스 판타지 게임 구원 속에 빙의했다 비록 조연이지만 기품 있고 아름다운 귀족가의 막내 따님이었다 안락한 환경과 따스한 가족들의 사랑 아래 막 행복해지려던 찰나 이 세계관의 최고 흑막이 그녀의 삶에 마지막 종말처럼 스며 왔다 이렐 엘로랑스 바르칸 하 마쉬 자신의 첫 아내를 죽이고 가문을 멸망시킬 악당 치명적인 독을 품은 양귀비꽃 같은 남자가 오싹하게 웃으며 청혼해 왔다 첫눈에 반했어요 부디 나와 결혼해 주시길 맙소사 그의 손에 죽임당했다는 첫 아내가 설마 나였어 미안하지만 내가 그대에게 완전히 눈이 돌아 있어서 악마보다 더 지독한 남자가 가증스럽게도 애틋한 척 속삭였다 만약 청혼을 거절당하면 난 너무 속상해서 무슨 짓을 저지를지 모르겠네요 머리 위에는 호감도 ?18 이라는 어마어마한 수치를 단 채로 게임을 이미 플레이해 본 그녀는 잘 알고 있었다 만약 그를 거절하면 어떤 엔딩이 자신을 기다리고 있을지 그러니 어떻게든 막아내야 했다 그가 곧 불러일으킬 자신의 파멸을,4.6,1236,2107,1671,"'공작님의 말씀을 거역하면', '굶주린 짐승을 건드리지 말 것', '대공 부부의 선결혼 후연애', '사냥꾼에게서 도망쳤다', '도버맨(Doberman)', '리비도 (Libido)', '딜레탕트(Dilettante)', '어느 알파랑 할래요?', '야수공작을 길들이는 게 아니었어!', '약탈혼', '포식자의 혼약자', '절대소유', '술래의 눈이 먼 날에', '그만하면 다정했다'",458,4.438686628,https://ridibooks.com/books/3049015383?_rdt_sid=category-books&_rdt_idx=0,https://img.ridicdn.net/cover/3049021442/xxlarge#1
